Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2017,2018,2019,2020,2021,2022,Estimates Start After
Norway,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,54.636,55.862,57.258,54.476,49.985,50.443,2021
Norway,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,49.641,47.998,50.674,57.29,49.084,44.494,2021
Norway,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,-79.269,-71.373,-74.897,-80.158,-76.955,-67,2021
Norway,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,38.636,39.658,40.937,46.802,48.102,47.802,2021
Oman,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",70.598,79.789,76.332,72.056,83.656,110.127,2020
Oman,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2012. Base Year for Weights and CPI is 2012. Primary domestic currency: Omani rial Data last updated: 03/2022,105.123,106.05,106.192,105.232,106.859,110.853,2021
Oman,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,33.179,36.242,39.165,30.409,34.814,35.465,2021
Oman,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,45.158,43.948,44.737,46.92,37.357,29.838,2021
Oman,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,-11.932,7.297,12.877,29.049,26.527,14.523,2021
Oman,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,45.933,51.254,60.525,71.371,65.277,43.959,2021
Pakistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",339.245,354.436,318.478,299.296,347.743,n/a,2021
Pakistan,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: FY2020/21. Fiscal year data are mapped to calendar year as follows: FY(t/t+1) = CY(t+1) Harmonized prices: No. Data refer to fiscal years Base year: FY2015/16. July 2015-June 2016 = 100. IMF staff extrapolated the series back based on the new base year. Primary domestic currency: Pakistan rupee Data last updated: 03/2022,105.633,109.779,117.177,129.763,141.314,157.114,2021
Pakistan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,13.957,13.435,11.265,13.27,12.495,12.575,2021
Pakistan,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,19.128,19.108,19.054,20.304,18.574,18.368,2021
Pakistan,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,55.868,59.898,70.228,72.931,66.395,65.383,2021
Pakistan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,60.856,64.82,77.505,79.587,73.96,71.288,2021
Palau,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.285,0.285,0.274,0.258,0.215,0.244,2020
Palau,"Inflation, average consumer prices",Index,,Source: Ministry of Finance or Treasury Latest actual data: FY2019/20 Harmonized prices: No Base year: FY2016/17. Reference year is FY2016Q4=100. The base year is 2016Q3. The team converts quarterly CY CPI to FY. Primary domestic currency: US dollar Data last updated: 04/2022,100.373,102.334,102.958,103.659,104.125,109.377,2020
Palau,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,40.291,44.51,44.454,47.412,46.396,40.857,2020
Palau,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,35.458,38.249,44.1,58.346,66.156,53.798,2020
Palau,General government net debt,Percent of GDP,,,,,,,,,
Palau,General government gross debt,Percent of GDP,,,,,,,,,
Panama,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",62.203,64.929,66.984,53.977,63.605,70.492,2020
Panama,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2013 Primary domestic currency: US dollar Data last updated: 03/2022,104.433,105.229,104.855,103.229,104.913,108.145,2021
Panama,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,20.002,19.774,18.505,18.269,18.182,19.736,2021
Panama,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,22.166,22.968,21.9,28.775,23.721,23.747,2021
Panama,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,23.057,26.047,28.859,43.16,40.801,40.826,2021
Panama,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,35.256,37.315,41.897,65.562,58.433,56.037,2021
Papua New Guinea,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22.743,24.11,24.751,24.665,26.937,29.919,2020
Papua New Guinea,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 1990 Primary domestic currency: Papua New Guinea kina Data last updated: 03/2022,666.353,697.737,723.427,758.67,792.699,843.432,2020
Papua New Guinea,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,15.892,17.739,16.316,14.171,14.404,15.64,2020
Papua New Guinea,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,18.367,20.319,20.747,22.73,21.768,21.421,2020
Papua New Guinea,General government net debt,Percent of GDP,,,,,,,,,
Papua New Guinea,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,32.484,36.676,40.166,46.442,49.298,45.168,2020
Paraguay,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",38.997,40.225,37.907,35.432,38.287,41.935,2020
Paraguay,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2021 Harmonized prices: No Base year: 2017. Index Dec-2017=100 Primary domestic currency: Paraguayan guaraní Data last updated: 04/2022,97.967,101.858,104.667,106.517,111.617,122.109,2021
Paraguay,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,18.589,18.949,19.193,18.642,19.152,18.532,2021
Paraguay,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,19.471,20.596,22.989,25.833,25.305,23.544,2021
Paraguay,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,15.951,18.436,22.677,32.247,32.665,35.469,2021
Paraguay,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,19.847,22.331,25.78,36.899,37.017,39.39,2021
Peru,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",214.128,225.37,230.908,205.233,224.725,240.346,2021
Peru,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2021 Harmonized prices: No Base year: 2009 Primary domestic currency: Peruvian sol Data last updated: 03/2022,127.335,129.012,131.768,134.175,139.514,147.131,2021
Peru,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,18.306,19.409,19.916,17.893,21.061,20.51,2021
Peru,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,21.241,21.409,21.281,26.24,23.653,22.959,2021
Peru,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,8.727,10.226,11.196,20.372,19.353,20.064,2021
Peru,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,25.415,26.183,27.093,35.085,35.932,34.364,2021
Philippines,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",328.481,346.842,376.823,361.489,393.612,411.978,2021
Philippines,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Accessed via Haver Latest actual data: 2021 Harmonized prices: No Base year: 2018 Primary domestic currency: Philippine peso Data last updated: 03/2022,94.942,99.983,102.375,104.825,108.942,113.583,2021
Philippines,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,18.689,19.298,20.013,20.642,20.376,20.683,2021
Philippines,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,19.061,20.85,21.671,26.375,26.84,26.153,2021
Philippines,General government net debt,Percent of GDP,,,,,,,,,
Philippines,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,38.108,37.134,36.967,51.675,57.525,60.039,2021
Poland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",526.643,587.433,597.194,596.633,674.127,699.559,2021
Poland,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 1998. Quarterly index has base January 2011; Core inflation base year is 2011. Primary domestic currency: Polish zloty Data last updated: 03/2022,169.829,172.546,176.529,182.531,191.84,208.852,2021
